"Isbn"	"Title"
"9780553252705"	"The Parsifal Mosaic"
"9780553252828"	"Sicilian, The"
"9780553252835"	"Summer Of Unicorn"
"9780553252958"	"TRUE LOVE (Caitlin: Love Trilogy) (v. 3)"
"9780553253511"	"Rusty's Story"
"9780553253627"	"Miss Silver Comes To Stay"
"9780553253634"	"Plot It Yourself"
"9780553253900"	"Pritikin/weight Loss"
"9780553254457"	"Gestalt Therapy"
"9780553254501"	"Roll Of Thunder, Hear My Cry"
"9780553254648"	"Some Buried Caesar (Nero Wolfe Mysteries)"
"9780553254723"	"Tenopia Island (Escape From Tenopia, Book 1)"
"9780553255140"	"The Man From Broken Hills"
"9780553255287"	"Dare To Discipline"
"9780553255379"	"Spring Break (Sweet Valley High, Super Edition)"
"9780553255508"	"The Rubber Band"
"9780553255553"	"WHEN GRAVITY FAILS"
"9780553255768"	"Maya Angelou: Poems"
"9780553255850"	"Where The Red Fern Grows"
"9780553255959"	"The Complete Book Of Palmistry"
"9780553256024"	"The Proud Tower:  A Portrait Of The World Before The War:  1890-1914"
"9780553256055"	"Belles On Their Toes"
"9780553256093"	"Princess Daisy"
"9780553256130"	"Goodbye, Mr. Chips"
"9780553256215"	"HOLD THE DREAM"
"9780553256369"	"TERROR ON KABRAN #3 (Escape From Tenopia)"
"9780553256659"	"Flowers For Algernon"
"9780553256697"	"The Hiding Place"
"9780553256789"	"Sleeping Murder"
"9780553256987"	"The Proteus Operation"
"9780553257045"	"The Postman"
"9780553257199"	"Black Orchids (Nero Wolfe Mysteries)"
"9780553257434"	"If You Meet The Buddha On The Road, Kill Him!"
"9780553257748"	"Something Wicked This Way Comes"
"9780553258004"	"Cider House Rules"
"9780553258127"	"TENDER PROMISES/ (Caitlin: The Promise Trilogy)"
"9780553258172"	"Light On The Mountain"
"9780553258318"	"Sisters, The"
"9780553258462"	"Trinity"
"9780553258523"	"Dragonsong (Volume One Of The Harper Hall Trilogy)"
"9780553258547"	"Dragonsinger (Harper Hall Trilogy)"
"9780553258554"	"Dragondrums (Harper Hall Trilogy)"
"9780553258653"	"The House Of The Spirits"
"9780553258912"	"The Two Mrs. Grenvilles"
"9780553258950"	"Against Our Will"
"9780553258998"	"The Matarese Circle"
"9780553259018"	"Summer Of My German Soldier"
"9780553259254"	"Scarlet Mansion,the"
"9780553259445"	"PRETTY IN PINK"
"9780553259575"	"QB VII"
"9780553259834"	"Battle Cry"
"9780553260113"	"The Bourne Identity (Bourne Trilogy No.1)"
"9780553260212"	"The Secrets Of Harry Bright"
"9780553260267"	"Twisting The Rope ( Black Dragon Series )"
"9780553260618"	"""""""B"""" IS FOR BURGLAR (Kinsey Millhone Mysteries (Paperback))"""
"9780553260960"	"The Mammoth Hunters (Earth's Children, Book 3)"
"9780553261097"	"Not Quite Dead Enough (Nero Wolfe Mysteries)"
"9780553261257"	"High Hearts"
"9780553261509"	"Puzzle Of The Red Stallion"
"9780553261561"	"Promises Broken (Caitlin: The Promise Trilogy, Book 2)"
"9780553261790"	"California Thriller"
"9780553261943"	"NEW PROMISE, A #3 (Caitlin: The Promise Trilogy)"
"9780553262001"	"CAVERNS OF MORNAS (Escape From The Kingdom Of Frome)"
"9780553262049"	"City In The Mist (America 2040, Book 3)"
"9780553262100"	"The Golden Notebook"
"9780553262148"	"Emily Climbs (Emily Novels)"
"9780553262384"	"Housekeeping"
"9780553262506"	"A Wizard Of Earthsea (The Earthsea Cycle, Book 1)"
"9780553262568"	"The Aquitaine Progression"
"9780553262643"	"Nathaniel"
"9780553262803"	"Always Coming Home"
"9780553262810"	"River Of Time, The"
"9780553263213"	"The Pigman"
"9780553263220"	"The Bourne Supremacy (Bourne Trilogy, Book 2)"
"9780553263572"	"The Autobiography Of Miss Jane Pittman"
"9780553263633"	"Martian Chronicles"
"9780553263817"	"The Minds Of Billy Milligan"
"9780553263824"	"The Dancing Wu Li Masters: An Overview Of The New Physics"
"9780553263961"	"Arctic Dreams: Imagination And Desire In A Northern Landscape"
"9780553264074"	"I'll Take Manhattan"
"9780553264302"	"The Osterman Weekend"
"9780553264616"	"Hot Ice"
"9780553264685"	"C IS FOR CORPSE (Kinsey Millhone Mysteries (Paperback))"
"9780553264753"	"Shadow Of A Unicorn"
"9780553264845"	"Secret Of The Ninja (Choose Your Own Adventure #66)"
"9780553264906"	"The Devil's Alternative"
"9780553264937"	"Emily's Quest (Emily Novels)"
"9780553265415"	"How To Have A Smarter Baby: The Infant Stimulation Program For Enhanci"
"9780553265521"	"Brain Child"
"9780553265576"	"Grey Horse"
"9780553265743"	"Sacred Sins"
"9780553266054"	"All Things Wise And Wonderful"
"9780553266306"	"The Day Of The Jackal"
"9780553266504"	"Crib,the"
"9780553266573"	"The Unwanted"
"9780553266641"	"Across The Sea Of Suns"
"9780553266924"	"The Rapture"
"9780553267150"	"The Dark Druid"
"9780553267730"	"American Revolution (Time Machine, No. 10)"
"9780553268072"	"The Beet Queen"
"9780553268126"	"All Creatures Great And Small"
"9780553268447"	"Jitterbug Perfume"
"9780553268485"	"New Moon Rising"
"9780553268546"	"The Shore Of Women (Spectra)"
"9780553268720"	"Strange Toys"
"9780553268881"	"The Prince Of Tides: A Novel"
"9780553268935"	"The Water Is Wide"
"9780553268942"	"Forging The Darksword: The Darksword Trilogy, Volume 1"
"9780553269109"	"Lighthouse"
"9780553269154"	"Inherit The Wind"
"9780553269215"	"Rainbow Valley (Anne Of Green Gables, No. 7)"
"9780553269291"	"Rubyfruit Jungle"
"9780553269321"	"Echoes In The Darkness"
"9780553269635"	"The Heart Is A Lonely Hunter"
"9780553269673"	"The Early Childhood Years: The 2 To 6 Year Old"
"9780553269819"	"The Practice Effect (Bantam Spectra Book)"
"9780553269826"	"Sundiver (The Uplift Saga, Book 1)"
"9780553270242"	"Death On Deadline: A Nero Wolfe Mystery"
"9780553270327"	"First Born"
"9780553270488"	"Robert Half Way To Get Hired In Today's"
"9780553270938"	"Still Life With  Woodpecker"
"9780553271096"	"The Road To Gandolfo"
"9780553271102"	"Shane"
"9780553271362"	"The Lords Of Discipline"
"9780553271546"	"SEARCH FOR DINOSAURS (Time Machine)"
"9780553271591"	"Corridor Of Storms (First Americans, Book II)"
"9780553271638"	"D IS FOR DEADBEAT"
"9780553271713"	"Stalking Lamb, The"
"9780553271959"	"The New Voyages (Star Trek)"
"9780553271980"	"The Odessa File"
"9780553272000"	"Civil War Secret Agent (Time Machine, No. 5)"
"9780553272161"	"On Yankee Station: The Naval Air War Over Vietnam"
"9780553272376"	"The Dead Of Jericho"
"9780553272475"	"Summer Of My German Soldier"
"9780553272505"	"Cheaper By The Dozen (A Bantam Starfire Book)"
"9780553272536"	"Night"
"9780553272543"	"Ballad Of The Sad Cafe"
"9780553272581"	"Farewell To Manzanar"
"9780553272611"	"The Unloved"
"9780553272659"	"The Bad Lands (Legends West)"
"9780553272833"	"Brazen Virtue (Sacred Sins)"
"9780553272932"	"Hunger Of Memory : The Education Of Richard Rodriguez"
"9780553273076"	"The Stainless Steel Rat Gets Drafted"
"9780553273229"	"April Morning"
"9780553273281"	"Rich And Reckless"
"9780553273298"	"Flashback"
"9780553273359"	"Thomas Jefferson: An Intimate History"
"9780553273601"	"Of Love And Shadows"
"9780553273816"	"A Canticle For Leibowitz"
"9780553273915"	"The House Of The Spirits"
"9780553274066"	"Triumph Of The Darksword (The Darksword Trilogy)"
"9780553274073"	"A Fire In The Sun"
"9780553274189"	"Startide Rising (The Uplift Saga, Book 2)"
"9780553274295"	"Where The Red Fern Grows"
"9780553274325"	"Johnny Got His Gun"
"9780553274387"	"Don't Fall Off The Mountain"
"9780553274424"	"The Incredible Journey"
"9780553274493"	"The Illustrated Man (Grand Master Editions)"
"9780553274509"	"Flowers For Algernon (Bantam Classic)"
"9780553274868"	"A Grief Observed"
"9780553274875"	"Under The Influence: A Guide To The Myths And Realities Of Alcoholism"
"9780553275100"	"The Butcher's Theater"
"9780553275223"	"Red Dragon"
"9780553275384"	"The Palace"
"9780553275391"	"Wild, Sweet Promise"
"9780553275636"	"The Black Poets"
"9780553275858"	"The Monkey's Raincoat"
"9780553275865"	"Narcissus And Goldmund"
"9780553275971"	"The Bonfire Of The Vanities"
"9780553276060"	"Death Of A Doxy (Nero Wolfe Mysteries)"
"9780553276121"	"The Stainless Steel Rat For President"
"9780553276329"	"Pacific Vortex (Dirk Pitt Adventure)"
"9780553276381"	"The Will Of The Wanderer (Rose Of The Prophet, Vol. 1)"
"9780553276404"	"The Dark Abyss ( The Dungeon, Volume 2)"
"9780553276510"	"Exiled To Earth (Choose Your Own Adventure, No 87)"
"9780553276732"	"No Comebacks"
"9780553277005"	"Return To Eden"
"9780553277241"	"Time Flies"
"9780553277470"	"Zen And The Art Of Motorcycle Maintenance: An Inquiry Into Values"
"9780553277531"	"Dandelion Wine (Grand Master Editions)"
"9780553277722"	"Night She Died, The"
"9780553277838"	"Faerie Tale"
"9780553277906"	"A Woman Of Substance"
"9780553277944"	"The Widow's Club"
"9780553278002"	"The Icarus Agenda"
"9780553278026"	"A Great Deliverance"
"9780553278118"	"Doctors"
"9780553278217"	"The Pearl"
"9780553278224"	"The Martian Chronicles (The Grand Master Editions)"
"9780553278248"	"Of Mice And Men"
"9780553278279"	"A Night To Remember"
"9780553278361"	"The Red Pony"
"9780553278392"	"Prelude To Foundation (Foundation, Book 1)"
"9780553278743"	"The Postman"
"9780553278811"	"Sitka"
"9780553278866"	"Rubyfruit Jungle"
"9780553279023"	"The Paladin Of The Night (Rose Of The Prophet, Book. 2)"
"9780553279115"	"Waiting For The Rain"
"9780553279306"	"Being There"
"9780553279337"	"Star Trek The New Voyages 2 (Star Trek)"
"9780553279375"	"I Know Why The Caged Bird Sings"
"9780553279535"	"To Be The Best"
"9780553279559"	"E Is For Evidence (Kinsey Millhone Mysteries)"
"9780553279573"	"The Toynbee Convector"
"9780553279580"	"The Valley Of Thunder (Philip Jose Farmer's Dungeon, Book 3)"
"9780553279719"	"The Uplift War (The Uplift Saga, Book 3)"
"9780553279917"	"A Is For Alibi"
"9780553279986"	"Book Of The Dead"
"9780553280074"	"Goodbye Doesn't Mean Forever (A Bantam Starfire Book)"
"9780553280142"	"Till We Meet Again"
"9780553280326"	"Something Wicked This Way Comes"
"9780553280333"	"Getting Well Again: The Bestselling Classic About The Simontons' Revol"
"9780553280340"	"B Is For Burglar (A Kinsey Millhone Mystery)"
"9780553280364"	"C Is For Corpse (Kinsey Millhone Mysteries)"
"9780553280418"	"A Separate Peace"
"9780553280432"	"The Tao Of Relationships: A Balancing Of Man And Woman"
"9780553280463"	"Magic For Marigold (L.M. Montgomery Books)"
"9780553280500"	"A Tangled Web"
"9780553280517"	"The Blue Castle"
"9780553280586"	"Eva Luna"
"9780553280647"	"The Gate To Women's Country"
"9780553280708"	"OXFORD BLOOD"
"9780553281149"	"Obnoxious Jerks, The"
"9780553281439"	"Rose Of The Prophet : Volume III - The Prophet Of Akhran"
"9780553281743"	"Mona Lisa Overdrive"
"9780553281798"	"Trevayne"
"9780553282061"	"Forbidden Land: First Americans, Book III (Vol 3)"
"9780553282122"	"The Oat And Wheat Bran Health Plan: The Delicious Way To Lower Cholest"
"9780553282160"	"Press On!: Further Adventures In The Good Life"
"9780553282184"	"Alicia"
"9780553282207"	"Bingo"
"9780553282474"	"Cat's Eye"
"9780553282610"	"The Girl In The Box"
"9780553282818"	"The Blooding"
"9780553282986"	"Dead Poets Society"
"9780553283112"	"QUIET AS A NUN (Jemima Shore Mysteries)"
"9780553283501"	"Time To Let Go (A Bantam Starfire Book)"
"9780553283549"	"Seduction"
"9780553283587"	"Juffie Kane"
"9780553283686"	"Hyperion"
"9780553284119"	"Creature"
"9780553284133"	"Journey Into Madness"
"9780553284164"	"Rightfully Mine"
"9780553284249"	"TALENT"
"9780553284348"	"Toxic Parents: Overcoming Their Hurtful Legacy And Reclaiming Your Lif"
"9780553284362"	"Payment In Blood"
"9780553284461"	"Oklahoma Pride (The Holts #2)"
"9780553284652"	"Scruples"
"9780553284782"	"F Is For Fugitive (Kinsey Millhone Mysteries)"
"9780553285086"	"The T-Factor Diet"
"9780553285246"	"Prince Of The Blood (Spectra Fantasy)"
"9780553285345"	"The Russia House"
"9780553285659"	"Grass"
"9780553285727"	"Journey Of Awakening: A Meditator's Guidebook"
"9780553285789"	"Public Secrets"
"9780553285925"	"Silent Partner"
"9780553285949"	"Surrender"
"9780553286168"	"The Last Coincidence (Rex  Stout's Nero Wolfe)"
"9780553286397"	"Dragon Wing (The Death Gate Cycle, Book 1)"
"9780553286588"	"Rama II: The Sequel To Rendezvous With Rama"
"9780553287301"	"Second Child"
"9780553287530"	"Wish You Were Here (Mrs. Murphy Mysteries)"
"9780553287578"	"End Of The Road, The"
"9780553287738"	"The Bourne Ultimatum (Bourne Trilogy, Book 3)"
"9780553287899"	"Rendezvous With Rama"
"9780553288100"	"The Gods Themselves"
"9780553288209"	"The Fall Of Hyperion"
"9780553288346"	"Sleepwalk"
"9780553288476"	"Deadly Valentine (Death On Demand Mysteries, No. 6)"
"9780553288551"	"The Wind Dancer"
"9780553288667"	"Pariah"
"9780553289060"	"Inconvenient Woman, An"
"9780553289312"	"Indiana Jones And The Peril At Delphi (Indiana Jones, No. 1)"
"9780553289329"	"Scandal"
"9780553289411"	"The Plains Of Passage"
"9780553289428"	"The Shelters Of Stone (Earth's Children, Book 5)"
"9780553289640"	"Body Of Truth"
"9780553289695"	"Skinny Legs And I"
"9780553289992"	"The Wizard Of Seattle"
"9780553290042"	"Boys From Brazil, The"
"9780553290059"	"Against Infinity"
"9780553290103"	"UNDER THE EYE OF GOD"
"9780553290202"	"In Lane Three, Alex Archer"
"9780553290264"	"The Golden Orange"
"9780553290530"	"Magic (Hennessey)"
"9780553290790"	"The Black Trillium"
"9780553290851"	"22 Indigo Place"
"9780553290981"	"Elven Star (The Death Gate Cycle, Volume 2)"
"9780553291001"	"Someone's Watching"
"9780553291025"	"If I Should Die"
"9780553291162"	"Raising The Stones"
"9780553291209"	"The Wench Is Dead"
"9780553291704"	"Time Bomb (Alex Delaware Novels)"
"9780553291896"	"More Than One Universe: The Collected Stories Of Arthur C. Clarke"
"9780553291957"	"The Thin Woman"
"9780553291988"	"Wolf Moon"
"9780553292053"	"Another Roadside Attraction"
"9780553292329"	"Jessica Against Bruce (Sweet Valley High)"
"9780553292558"	"Quoth The Raven"
"9780553292589"	"Dark Matter"
"9780553292725"	"Still Waters: A Novel"
"9780553293159"	"Reckless"
"9780553293166"	"Ravished"
"9780553293173"	"Dangerous"
"9780553293258"	"Rendezvous"
"9780553293357"	"Foundation (Foundation Novels)"
"9780553293364"	"Second Foundation (Foundation Novels)"
"9780553293395"	"The Naked Sun"
"9780553293401"	"The Caves Of Steel (R. Daneel Olivaw, Book 1)"
"9780553293760"	"Dazzle"
"9780553293852"	"Ritual Murder"
"9780553293876"	"Ghost From The Grand Banks, The"
"9780553293883"	"A Great Day For The Deadly"
"9780553293913"	"Kat's Cradle (Kat Colorado Mysteries)"
"9780553294088"	"Whisper Of Roses"
"9780553294095"	"Once An Angel"
"9780553294224"	"Untimely Guest"
"9780553294385"	"I, Robot"
"9780553294613"	"The Difference Engine (Spectra Special Editions)"
"9780553294637"	"The Pill Book"
"9780553294842"	"Ruffly Speaking (Dog Lover's Mysteries)"
"9780553295078"	"Sliver"
"9780553295085"	"DREAMWEAVERS"
"9780553295108"	"Life 101: Everything We Wish We Had Learned In High School-But Didn't"
"9780553295238"	"Bright Captivity (Georgia Trilogy, Book 1)"
"9780553295412"	"Fire Sea (The Death Gate Cycle, Vol. 3)"
"9780553295696"	"The Christie Caper (Death On Demand Mysteries, No. 7)"
"9780553295733"	"Schwarzkopf"
"9780553295771"	"Extreme Measures"
"9780553295979"	"Carnal Innocence"
"9780553296129"	"Heir To The Empire (Star Wars: The Thrawn Trilogy, Vol. 1)"
"9780553296341"	"Zen In The Art Of Writing: Releasing The Creative Genius Within You"
"9780553296983"	"Anne Frank: The Diary Of A Young Girl"
"9780553297348"	"Gone To The Dogs (Dog Lover's Mysteries)"
"9780553297423"	"The Deceiver"
"9780553297836"	"A Whole New Light"
"9780553297942"	"The Wakefield Legacy (Sweet Valley High)"
"9780553297980"	"Jedi Search (Star Wars: The Jedi Academy Trilogy, Vol. 1)"
"9780553298048"	"Specter Of The Past (Star Wars: The Hand Of Thrawn #1)"
"9780553298178"	"The Garden Of Rama"
"9780553298185"	"Summer Of The Monkeys (Bantam Starfire Books)"
"9780553298499"	"SHE'S NOT WHAT SHE SEEMS (Sweet Valley High)"
"9780553298833"	"Copy Kat (Kat Colorado Mysteries)"
"9780553298864"	"Bloodlines (Dog Lover's Mysteries)"
"9780553298918"	"Shackled"
"9780553299076"	"The Face Of The Waters"
"9780553299328"	"Sixteen And Dying (One Last Wish)"
"9780553299458"	"The Beloved Scoundrel"
"9780553299465"	"Midnight Warrior"
"9780553299502"	"Private Eyes (Alex Delaware Novels)"
"9780553299618"	"Lila: An Inquiry Into Morals"
"9780553299748"	"Reap The Whirlwind: The Plainsmen"
"9780553341010"	"Beloved Exile"
"9780553342499"	"Love Medicine: A Novel"
"9780553342765"	"Jaguars Ripped My Flesh: Adventure Is A Risky Business"
"9780553343212"	"Synchronicity: The Bridge Between Matter And Mind"
"9780553343878"	"Emmanuel's Book: A Manual For Living Comfortably In The Cosmos"
"9780553344233"	"Love Medicine"
"9780553344806"	"Beyond The Quantum"
"9780553345018"	"DANCING GIRLS AND OTHER STORIES"
"9780553345742"	"Good-Bye To Guilt: Releasing Fear Through Forgiveness"
"9780553345834"	"What They Don't Teach You At Harvard Business School: Notes From A Str"
"9780553345841"	"The Mind's I: Fantasies And Reflections On Self And Soul"
"9780553346084"	"Somewhere Off The Coast Of Maine"
"9780553346763"	"Synchronicity: The Bridge Between Matter And Mind"
"9780553347180"	"Before You Conceive: The Complete Pregnancy Guide"
"9780553347234"	"The Beet Queen"
"9780553347593"	"McDonald's: Behind The Arches"
"9780553347753"	"Wild Mind: Living The Writer's Life"
"9780553348972"	"Still Life With Woodpecker"
"9780553348989"	"Jitterbug Perfume"
"9780553349054"	"Wisdom Of The Heart"
"9780553349153"	"184 Businesses Anyone Can Start"
"9780553349351"	"Tao Te Ching"
"9780553349481"	"Another Roadside Attraction"
"9780553350074"	"Witness For The Prosecution (The Agatha Christie Mystery Collection)"
"9780553351378"	"Fire In The Belly: On Being A Man"
"9780553351675"	"Doomsday Book"
"9780553351705"	"The Book Of Five Rings"
"9780553353891"	"Homecoming: Reclaiming And Championing Your Inner Child"
"9780553354775"	"Graveyard For Lunatics, A"
"9780553370225"	"The Warrior Maiden (Bank Street Level 3*)"
"9780553370713"	"Time Management For Unmanageable People: The Guilt-Free Way To Organiz"
"9780553370805"	"Parables From Other Planets"
"9780553371017"	"The Complete Fairy Tales Of Brothers Grimm (A Bantam Trade Paperback)"
"9780553371840"	"Caring For Your Baby And Young Children (The American Academy Of Pedia"
"9780553373738"	"Fractured Fairy Tales"
"9780553373806"	"The Fifth Sacred Thing"
"9780553373844"	"Pictures At Eleven"
"9780553373851"	"Buddha's Little Instruction Book"
"9780553373967"	"The Fine Art Of Erotic Talk: How To Entice, Excite, And Enchant Your L"
"9780553374438"	"Conscious Breathing: Breathwork For Health, Stress Release, And Person"
"9780553374452"	"Assassin's Apprentice (The Farseer Trilogy, Book 1)"
"9780553374520"	"The Intelligence Of Dogs: A Guide To The Thoughts, Emotions, And Inner"
"9780553375060"	"Emotional Intelligence: Why It Can Matter More Than IQ"
